POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,,,REGION 5,,,REGION 6,
Real Insurance,Real Travel Insurance Basic,29,days,29,days,60,69,176.86,353.72,353.72,131.72,263.43,263.43,110.53,221.06,221.06,91.51,183.02,183.02,88.42,176.85,176.85,95.79,191.59,191.59
Real Insurance,Real Travel Insurance Basic,30,days,30,days,60,69,181.99,363.98,363.98,134.48,268.96,268.96,113.37,226.74,226.74,93.58,187.16,187.16,90.48,180.97,180.97,98.02,196.03,196.03
Real Insurance,Real Travel Insurance Basic,31,days,31,days,60,69,187.14,374.27,374.27,139.08,278.16,278.16,116.2,232.41,232.41,96.65,193.31,193.31,91.51,183.02,183.02,99.13,198.26,198.26
Real Insurance,Real Travel Insurance Basic,32,days,32,days,60,69,191.25,382.49,382.49,141.85,283.71,283.71,119.05,238.09,238.09,97.69,195.37,195.37,94.6,189.21,189.21,102.48,204.95,204.95
Real Insurance,Real Travel Insurance Basic,33,days,33,days,60,69,196.38,392.76,392.76,144.61,289.21,289.21,121.87,243.74,243.74,100.76,201.52,201.52,96.65,193.31,193.31,104.71,209.42,209.42
Real Insurance,Real Travel Insurance Basic,34,days,34,days,60,69,200.49,400.98,400.98,149.23,298.46,298.46,124.69,249.39,249.39,102.82,205.64,205.64,97.69,195.37,195.37,105.82,211.64,211.64
Real Insurance,Real Travel Insurance Basic,35,days,41,days,60,69,238.56,477.11,477.11,186.07,372.14,372.14,156.83,313.67,313.67,134.69,269.38,269.38,129.56,259.11,259.11,140.35,280.7,280.7
Real Insurance,Real Travel Insurance Basic,42,days,48,days,60,69,262.19,524.38,524.38,202.64,405.28,405.28,177.61,355.22,355.22,147.03,294.06,294.06,143.95,287.91,287.91,155.95,311.9,311.9
Real Insurance,Real Travel Insurance Basic,49,days,55,days,60,69,300.25,600.49,600.49,223.83,447.66,447.66,190.82,381.65,381.65,162.46,324.92,324.92,156.28,312.56,312.56,169.31,338.62,338.62
Real Insurance,Real Travel Insurance Basic,56,days,62,days,60,69,316.68,633.37,633.37,236.74,473.48,473.48,207.83,415.67,415.67,179.94,359.89,359.89,173.76,347.53,347.53,188.23,376.46,376.46
Real Insurance,Real Travel Insurance Basic,63,days,69,days,60,69,346.51,693.03,693.03,257.91,515.82,515.82,226.72,453.44,453.44,191.25,382.49,382.49,181.99,363.98,363.98,197.13,394.27,394.27
Real Insurance,Real Travel Insurance Basic,70,days,76,days,60,69,381.47,762.93,762.93,266.2,532.39,532.39,250.35,500.7,500.7,210.79,421.57,421.57,202.58,405.16,405.16,219.45,438.9,438.9
Real Insurance,Real Travel Insurance Basic,77,days,83,days,60,69,387.65,775.29,775.29,271.72,543.44,543.44,256.03,512.06,512.06,226.2,452.4,452.4,216.96,433.91,433.91,235.02,470.04,470.04
Real Insurance,Real Travel Insurance Basic,84,days,90,days,60,69,390.72,781.44,781.44,274.49,548.97,548.97,258.85,517.7,517.7,234.45,468.9,468.9,223.1,446.21,446.21,241.69,483.38,483.38
Real Insurance,Real Travel Insurance Basic,91,days,119,days,60,69,470.92,941.83,941.83,331.59,663.19,663.19,312.69,625.39,625.39,265.28,530.56,530.56,254.98,509.97,509.97,276.22,552.44,552.44
Real Insurance,Real Travel Insurance Basic,120,days,149,days,60,69,549.06,1098.12,1098.12,385,770.01,770.01,358.99,717.98,717.98,308.45,616.91,616.91,296.12,592.23,592.23,320.79,641.58,641.58
Real Insurance,Real Travel Insurance Basic,150,days,179,days,60,69,631.31,1262.61,1262.61,442.12,884.24,884.24,412.83,825.67,825.67,341.36,682.72,682.72,340.33,680.67,680.67,368.68,737.36,737.36
Real Insurance,Real Travel Insurance Basic,180,days,186,days,60,69,716.65,1433.29,1433.29,502.92,1005.83,1005.83,472.36,944.72,944.72,406.15,812.3,812.3,387.65,775.29,775.29,419.92,839.84,839.84
Real Insurance,Real Travel Insurance Basic,186,days,209,days,60,69,716.65,1433.29,1433.29,502.92,1005.83,1005.83,472.36,944.72,944.72,406.15,812.3,812.3,387.65,775.29,775.29,419.92,839.84,839.84
Real Insurance,Real Travel Insurance Basic,210,days,239,days,60,69,789.65,1579.3,1579.3,552.67,1105.34,1105.34,518.64,1037.28,1037.28,447.27,894.55,894.55,428.76,857.52,857.52,464.46,928.92,928.92
Real Insurance,Real Travel Insurance Basic,240,days,269,days,60,69,868.82,1737.64,1737.64,607.93,1215.85,1215.85,569.67,1139.34,1139.34,493.54,987.08,987.08,467.84,935.68,935.68,506.8,1013.59,1013.59
Real Insurance,Real Travel Insurance Basic,270,days,299,days,60,69,942.86,1885.71,1885.71,660.43,1320.87,1320.87,612.18,1224.35,1224.35,531.58,1063.16,1063.16,505.87,1011.74,1011.74,548.01,1096.01,1096.01
Real Insurance,Real Travel Insurance Basic,300,days,329,days,60,69,1015.87,2031.73,2031.73,711.09,1422.18,1422.18,659.42,1318.84,1318.84,575.8,1151.59,1151.59,549.06,1098.12,1098.12,594.79,1189.57,1189.57
Real Insurance,Real Travel Insurance Basic,330,days,366,days,60,69,1072.42,2144.84,2144.84,753.47,1506.94,1506.94,696.26,1392.52,1392.52,608.69,1217.38,1217.38,581.97,1163.93,1163.93,630.43,1260.85,1260.85
Real Insurance,Real Travel Insurance Basic,1,days,2,days,70,70,50.54,101.07,101.07,42.25,84.5,84.5,37.92,75.84,75.84,37.56,75.11,75.11,35.22,70.45,70.45,41.48,82.96,82.96
Real Insurance,Real Travel Insurance Basic,3,days,3,days,70,70,69.31,138.63,138.63,55.45,110.9,110.9,50.09,100.19,100.19,50.54,101.07,101.07,47.42,94.84,94.84,55.81,111.63,111.63
Real Insurance,Real Travel Insurance Basic,4,days,4,days,70,70,86.64,173.27,173.27,68.65,137.3,137.3,62.29,124.58,124.58,64.99,129.99,129.99,51.48,102.96,102.96,60.6,121.21,121.21
Real Insurance,Real Travel Insurance Basic,5,days,5,days,70,70,99.65,199.29,199.29,81.86,163.73,163.73,70.41,140.82,140.82,69.31,138.63,138.63,52.84,105.67,105.67,62.2,124.4,124.4
Real Insurance,Real Travel Insurance Basic,6,days,6,days,70,70,112.64,225.27,225.27,91.09,182.17,182.17,81.24,162.48,162.48,73.64,147.29,147.29,56.91,113.81,113.81,66.98,133.95,133.95
Real Insurance,Real Travel Insurance Basic,7,days,7,days,70,70,119.85,239.7,239.7,95.05,190.09,190.09,83.95,167.91,167.91,75.09,150.18,150.18,58.26,116.53,116.53,68.59,137.17,137.17
Real Insurance,Real Travel Insurance Basic,8,days,8,days,70,70,112.64,225.27,225.27,101.67,203.33,203.33,88.01,176.02,176.02,77.98,155.95,155.95,64.66,129.33,129.33,71.78,143.56,143.56
Real Insurance,Real Travel Insurance Basic,9,days,9,days,70,70,118.4,236.81,236.81,105.62,211.25,211.25,92.07,184.14,184.14,79.42,158.84,158.84,66.09,132.18,132.18,73.36,146.72,146.72
Real Insurance,Real Travel Insurance Basic,10,days,10,days,70,70,124.19,248.38,248.38,109.57,219.15,219.15,96.14,192.28,192.28,82.33,164.65,164.65,67.53,135.05,135.05,74.96,149.92,149.92
Real Insurance,Real Travel Insurance Basic,11,days,11,days,70,70,134.24,268.48,268.48,116.18,232.37,232.37,100.21,200.42,200.42,85.56,171.12,171.12,72.29,144.58,144.58,78.15,156.3,156.3
Real Insurance,Real Travel Insurance Basic,12,days,12,days,70,70,141.62,283.25,283.25,120.14,240.29,240.29,101.56,203.11,203.11,88.51,177.03,177.03,73.75,147.49,147.49,79.74,159.47,159.47
Real Insurance,Real Travel Insurance Basic,13,days,13,days,70,70,147.53,295.06,295.06,125.42,250.83,250.83,105.62,211.25,211.25,91.47,182.94,182.94,75.24,150.48,150.48,81.34,162.69,162.69
Real Insurance,Real Travel Insurance Basic,14,days,14,days,70,70,151.95,303.9,303.9,128.06,256.12,256.12,111.02,222.04,222.04,92.95,185.89,185.89,78.18,156.35,156.35,84.53,169.05,169.05
Real Insurance,Real Travel Insurance Basic,15,days,15,days,70,70,154.91,309.81,309.81,132.03,264.06,264.06,112.38,224.75,224.75,95.89,191.78,191.78,91.47,182.94,182.94,98.89,197.78,197.78
Real Insurance,Real Travel Insurance Basic,16,days,16,days,70,70,160.8,321.61,321.61,136.13,272.25,272.25,116.58,233.15,233.15,97.36,194.71,194.71,92.95,185.89,185.89,100.69,201.38,201.38
Real Insurance,Real Travel Insurance Basic,17,days,17,days,70,70,188.82,377.65,377.65,140.09,280.17,280.17,119.3,238.6,238.6,101.79,203.57,203.57,95.89,191.78,191.78,103.87,207.74,207.74
Real Insurance,Real Travel Insurance Basic,18,days,18,days,70,70,193.25,386.51,386.51,142.75,285.5,285.5,123.34,246.68,246.68,104.75,209.5,209.5,97.36,194.71,194.71,105.47,210.93,210.93
Real Insurance,Real Travel Insurance Basic,19,days,19,days,70,70,197.68,395.35,395.35,146.69,293.37,293.37,124.69,249.39,249.39,106.23,212.45,212.45,100.31,200.62,200.62,108.67,217.34,217.34
Real Insurance,Real Travel Insurance Basic,20,days,20,days,70,70,203.58,407.17,407.17,150.66,301.31,301.31,128.76,257.53,257.53,109.17,218.34,218.34,101.79,203.57,203.57,110.27,220.54,220.54
Real Insurance,Real Travel Insurance Basic,21,days,21,days,70,70,209.48,418.96,418.96,154.61,309.23,309.23,131.47,262.93,262.93,110.63,221.26,221.26,104.75,209.5,209.5,113.47,226.95,226.95
Real Insurance,Real Travel Insurance Basic,22,days,22,days,70,70,213.9,427.8,427.8,158.59,317.19,317.19,135.54,271.09,271.09,113.59,227.18,227.18,106.23,212.45,212.45,115.07,230.14,230.14
Real Insurance,Real Travel Insurance Basic,23,days,23,days,70,70,219.81,439.62,439.62,162.56,325.12,325.12,138.26,276.51,276.51,115.08,230.16,230.16,109.17,218.34,218.34,118.26,236.52,236.52
Real Insurance,Real Travel Insurance Basic,24,days,24,days,70,70,224.24,448.48,448.48,166.52,333.04,333.04,142.33,284.65,284.65,118.01,236.03,236.03,110.63,221.26,221.26,119.85,239.69,239.69
Real Insurance,Real Travel Insurance Basic,25,days,25,days,70,70,228.66,457.32,457.32,170.49,340.98,340.98,143.68,287.37,287.37,120.97,241.93,241.93,115.08,230.16,230.16,124.65,249.29,249.29
Real Insurance,Real Travel Insurance Basic,26,days,26,days,70,70,233.09,466.18,466.18,174.45,348.89,348.89,147.75,295.5,295.5,122.43,244.87,244.87,118.01,236.03,236.03,127.84,255.68,255.68
Real Insurance,Real Travel Insurance Basic,27,days,27,days,70,70,240.47,480.93,480.93,178.42,356.83,356.83,150.45,300.91,300.91,125.4,250.79,250.79,120.97,241.93,241.93,131.03,262.07,262.07
Real Insurance,Real Travel Insurance Basic,28,days,28,days,70,70,247.85,495.7,495.7,182.36,364.73,364.73,154.51,309.03,309.03,126.88,253.77,253.77,122.43,244.87,244.87,132.63,265.26,265.26
Real Insurance,Real Travel Insurance Basic,29,days,29,days,70,70,253.74,507.48,507.48,188.98,377.97,377.97,158.59,317.19,317.19,131.3,262.61,262.61,126.88,253.77,253.77,137.44,274.88,274.88
Real Insurance,Real Travel Insurance Basic,30,days,30,days,70,70,261.12,522.25,522.25,192.95,385.91,385.91,162.66,325.32,325.32,134.24,268.48,268.48,129.84,259.68,259.68,140.65,281.29,281.29
Real Insurance,Real Travel Insurance Basic,31,days,31,days,70,70,268.5,536.99,536.99,199.56,399.13,399.13,166.72,333.44,333.44,138.68,277.36,277.36,131.3,262.61,262.61,142.23,284.46,284.46
Real Insurance,Real Travel Insurance Basic,32,days,32,days,70,70,274.38,548.77,548.77,203.53,407.07,407.07,170.79,341.58,341.58,140.15,280.29,280.29,135.73,271.45,271.45,147.03,294.06,294.06
Real Insurance,Real Travel Insurance Basic,33,days,33,days,70,70,281.77,563.54,563.54,207.5,415,415,174.85,349.7,349.7,144.58,289.15,289.15,138.68,277.36,277.36,150.22,300.45,300.45
Real Insurance,Real Travel Insurance Basic,34,days,34,days,70,70,287.69,575.37,575.37,214.1,428.21,428.21,178.93,357.86,357.86,147.53,295.06,295.06,140.15,280.29,280.29,151.82,303.64,303.64
Real Insurance,Real Travel Insurance Basic,35,days,41,days,70,70,342.26,684.53,684.53,266.96,533.92,533.92,225,450.01,450.01,193.25,386.51,386.51,185.88,371.76,371.76,201.36,402.71,402.71
Real Insurance,Real Travel Insurance Basic,42,days,48,days,70,70,376.19,752.38,752.38,290.74,581.48,581.48,254.82,509.65,509.65,210.97,421.94,421.94,206.53,413.05,413.05,223.73,447.46,447.46
Real Insurance,Real Travel Insurance Basic,49,days,55,days,70,70,430.77,861.53,861.53,321.14,642.29,642.29,273.79,547.58,547.58,233.09,466.18,466.18,224.24,448.48,448.48,242.92,485.84,485.84
Real Insurance,Real Travel Insurance Basic,56,days,62,days,70,70,454.38,908.76,908.76,339.65,679.3,679.3,298.2,596.39,596.39,258.16,516.32,516.32,249.32,498.63,498.63,270.08,540.17,540.17
Real Insurance,Real Travel Insurance Basic,63,days,69,days,70,70,497.17,994.34,994.34,370.04,740.09,740.09,325.31,650.63,650.63,274.38,548.77,548.77,261.12,522.25,522.25,282.87,565.73,565.73
Real Insurance,Real Travel Insurance Basic,70,days,76,days,70,70,547.31,1094.63,1094.63,381.93,763.86,763.86,359.19,718.38,718.38,302.43,604.85,604.85,290.62,581.24,581.24,314.83,629.66,629.66
Real Insurance,Real Travel Insurance Basic,77,days,83,days,70,70,556.16,1112.33,1112.33,389.87,779.73,779.73,367.33,734.66,734.66,324.56,649.12,649.12,311.29,622.58,622.58,337.2,674.4,674.4
Real Insurance,Real Travel Insurance Basic,84,days,90,days,70,70,560.61,1121.21,1121.21,393.83,787.67,787.67,371.4,742.8,742.8,336.37,672.73,672.73,320.14,640.28,640.28,346.8,693.61,693.61
Real Insurance,Real Travel Insurance Basic,91,days,119,days,70,70,675.67,1351.35,1351.35,475.77,951.54,951.54,448.65,897.3,897.3,380.63,761.26,761.26,365.86,731.73,731.73,396.33,792.65,792.65
Real Insurance,Real Travel Insurance Basic,120,days,149,days,70,70,787.79,1575.58,1575.58,552.43,1104.85,1104.85,515.09,1030.18,1030.18,442.57,885.14,885.14,424.87,849.74,849.74,460.24,920.48,920.48
Real Insurance,Real Travel Insurance Basic,150,days,179,days,70,70,905.8,1811.6,1811.6,634.35,1268.7,1268.7,592.33,1184.67,1184.67,489.78,979.57,979.57,488.32,976.63,976.63,528.98,1057.96,1057.96
Real Insurance,Real Travel Insurance Basic,180,days,186,days,70,70,1028.25,2056.49,2056.49,721.58,1443.16,1443.16,677.72,1355.45,1355.45,582.73,1165.46,1165.46,556.16,1112.33,1112.33,602.48,1204.97,1204.97
Real Insurance,Real Travel Insurance Basic,186,days,209,days,70,70,1028.25,2056.49,2056.49,721.58,1443.16,1443.16,677.72,1355.45,1355.45,582.73,1165.46,1165.46,556.16,1112.33,1112.33,602.48,1204.97,1204.97
Real Insurance,Real Travel Insurance Basic,210,days,239,days,70,70,1133,2265.99,2265.99,792.95,1585.91,1585.91,744.14,1488.29,1488.29,641.74,1283.47,1283.47,615.18,1230.36,1230.36,666.41,1332.82,1332.82
Real Insurance,Real Travel Insurance Basic,240,days,269,days,70,70,1246.59,2493.17,2493.17,872.23,1744.47,1744.47,817.33,1634.65,1634.65,708.13,1416.25,1416.25,671.24,1342.49,1342.49,727.13,1454.26,1454.26
Real Insurance,Real Travel Insurance Basic,270,days,299,days,70,70,1352.79,2705.59,2705.59,947.57,1895.13,1895.13,878.32,1756.65,1756.65,762.71,1525.42,1525.42,725.81,1451.62,1451.62,786.26,1572.51,1572.51
Real Insurance,Real Travel Insurance Basic,300,days,329,days,70,70,1457.56,2915.11,2915.11,1020.27,2040.54,2040.54,946.11,1892.22,1892.22,826.13,1652.26,1652.26,787.79,1575.58,1575.58,853.4,1706.8,1706.8
Real Insurance,Real Travel Insurance Basic,330,days,366,days,70,70,1538.69,3077.37,3077.37,1081.05,2162.1,2162.1,998.98,1997.96,1997.96,873.34,1746.68,1746.68,834.99,1669.98,1669.98,904.53,1809.06,1809.06
Real Insurance,Real Travel Insurance Basic,1,days,2,days,71,74,50.54,101.07,101.07,42.25,84.5,84.5,37.92,75.84,75.84,37.56,75.11,75.11,35.22,70.45,70.45,41.48,82.96,82.96
Real Insurance,Real Travel Insurance Basic,3,days,3,days,71,74,69.31,138.63,138.63,55.45,110.9,110.9,50.09,100.19,100.19,50.54,101.07,101.07,47.42,94.84,94.84,55.81,111.63,111.63
Real Insurance,Real Travel Insurance Basic,4,days,4,days,71,74,86.64,173.27,173.27,68.65,137.3,137.3,62.29,124.58,124.58,64.99,129.99,129.99,51.48,102.96,102.96,60.6,121.21,121.21
Real Insurance,Real Travel Insurance Basic,5,days,5,days,71,74,99.65,199.29,199.29,81.86,163.73,163.73,70.41,140.82,140.82,69.31,138.63,138.63,52.84,105.67,105.67,62.2,124.4,124.4
Real Insurance,Real Travel Insurance Basic,6,days,6,days,71,74,112.64,225.27,225.27,91.09,182.17,182.17,81.24,162.48,162.48,73.64,147.29,147.29,56.91,113.81,113.81,66.98,133.95,133.95
Real Insurance,Real Travel Insurance Basic,7,days,7,days,71,74,119.85,239.7,239.7,95.05,190.09,190.09,83.95,167.91,167.91,75.09,150.18,150.18,58.26,116.53,116.53,68.59,137.17,137.17
Real Insurance,Real Travel Insurance Basic,8,days,8,days,71,74,112.64,225.27,225.27,101.67,203.33,203.33,88.01,176.02,176.02,77.98,155.95,155.95,64.66,129.33,129.33,71.78,143.56,143.56
Real Insurance,Real Travel Insurance Basic,9,days,9,days,71,74,118.4,236.81,236.81,105.62,211.25,211.25,92.07,184.14,184.14,79.42,158.84,158.84,66.09,132.18,132.18,73.36,146.72,146.72
Real Insurance,Real Travel Insurance Basic,10,days,10,days,71,74,124.19,248.38,248.38,109.57,219.15,219.15,96.14,192.28,192.28,82.33,164.65,164.65,67.53,135.05,135.05,74.96,149.92,149.92
Real Insurance,Real Travel Insurance Basic,11,days,11,days,71,74,134.24,268.48,268.48,116.18,232.37,232.37,100.21,200.42,200.42,85.56,171.12,171.12,72.29,144.58,144.58,78.15,156.3,156.3
Real Insurance,Real Travel Insurance Basic,12,days,12,days,71,74,141.62,283.25,283.25,120.14,240.29,240.29,101.56,203.11,203.11,88.51,177.03,177.03,73.75,147.49,147.49,79.74,159.47,159.47
Real Insurance,Real Travel Insurance Basic,13,days,13,days,71,74,147.53,295.06,295.06,125.42,250.83,250.83,105.62,211.25,211.25,91.47,182.94,182.94,75.24,150.48,150.48,81.34,162.69,162.69
Real Insurance,Real Travel Insurance Basic,14,days,14,days,71,74,151.95,303.9,303.9,128.06,256.12,256.12,111.02,222.04,222.04,92.95,185.89,185.89,78.18,156.35,156.35,84.53,169.05,169.05
Real Insurance,Real Travel Insurance Basic,15,days,15,days,71,74,154.91,309.81,309.81,132.03,264.06,264.06,112.38,224.75,224.75,95.89,191.78,191.78,91.47,182.94,182.94,98.89,197.78,197.78
Real Insurance,Real Travel Insurance Basic,16,days,16,days,71,74,160.8,321.61,321.61,136.13,272.25,272.25,116.58,233.15,233.15,97.36,194.71,194.71,92.95,185.89,185.89,100.69,201.38,201.38
Real Insurance,Real Travel Insurance Basic,17,days,17,days,71,74,188.82,377.65,377.65,140.09,280.17,280.17,119.3,238.6,238.6,101.79,203.57,203.57,95.89,191.78,191.78,103.87,207.74,207.74
Real Insurance,Real Travel Insurance Basic,18,days,18,days,71,74,193.25,386.51,386.51,142.75,285.5,285.5,123.34,246.68,246.68,104.75,209.5,209.5,97.36,194.71,194.71,105.47,210.93,210.93
Real Insurance,Real Travel Insurance Basic,19,days,19,days,71,74,197.68,395.35,395.35,146.69,293.37,293.37,124.69,249.39,249.39,106.23,212.45,212.45,100.31,200.62,200.62,108.67,217.34,217.34
Real Insurance,Real Travel Insurance Basic,20,days,20,days,71,74,203.58,407.17,407.17,150.66,301.31,301.31,128.76,257.53,257.53,109.17,218.34,218.34,101.79,203.57,203.57,110.27,220.54,220.54
Real Insurance,Real Travel Insurance Basic,21,days,21,days,71,74,209.48,418.96,418.96,154.61,309.23,309.23,131.47,262.93,262.93,110.63,221.26,221.26,104.75,209.5,209.5,113.47,226.95,226.95
Real Insurance,Real Travel Insurance Basic,22,days,22,days,71,74,213.9,427.8,427.8,158.59,317.19,317.19,135.54,271.09,271.09,113.59,227.18,227.18,106.23,212.45,212.45,115.07,230.14,230.14
Real Insurance,Real Travel Insurance Basic,23,days,23,days,71,74,219.81,439.62,439.62,162.56,325.12,325.12,138.26,276.51,276.51,115.08,230.16,230.16,109.17,218.34,218.34,118.26,236.52,236.52
Real Insurance,Real Travel Insurance Basic,24,days,24,days,71,74,224.24,448.48,448.48,166.52,333.04,333.04,142.33,284.65,284.65,118.01,236.03,236.03,110.63,221.26,221.26,119.85,239.69,239.69
Real Insurance,Real Travel Insurance Basic,25,days,25,days,71,74,228.66,457.32,457.32,170.49,340.98,340.98,143.68,287.37,287.37,120.97,241.93,241.93,115.08,230.16,230.16,124.65,249.29,249.29
Real Insurance,Real Travel Insurance Basic,26,days,26,days,71,74,233.09,466.18,466.18,174.45,348.89,348.89,147.75,295.5,295.5,122.43,244.87,244.87,118.01,236.03,236.03,127.84,255.68,255.68
Real Insurance,Real Travel Insurance Basic,27,days,27,days,71,74,240.47,480.93,480.93,178.42,356.83,356.83,150.45,300.91,300.91,125.4,250.79,250.79,120.97,241.93,241.93,131.03,262.07,262.07
Real Insurance,Real Travel Insurance Basic,28,days,28,days,71,74,247.85,495.7,495.7,182.36,364.73,364.73,154.51,309.03,309.03,126.88,253.77,253.77,122.43,244.87,244.87,132.63,265.26,265.26
Real Insurance,Real Travel Insurance Basic,29,days,29,days,71,74,253.74,507.48,507.48,188.98,377.97,377.97,158.59,317.19,317.19,131.3,262.61,262.61,126.88,253.77,253.77,137.44,274.88,274.88
Real Insurance,Real Travel Insurance Basic,30,days,30,days,71,74,261.12,522.25,522.25,192.95,385.91,385.91,162.66,325.32,325.32,134.24,268.48,268.48,129.84,259.68,259.68,140.65,281.29,281.29
Real Insurance,Real Travel Insurance Basic,31,days,31,days,71,74,268.5,536.99,536.99,199.56,399.13,399.13,166.72,333.44,333.44,138.68,277.36,277.36,131.3,262.61,262.61,142.23,284.46,284.46
Real Insurance,Real Travel Insurance Basic,32,days,32,days,71,74,274.38,548.77,548.77,203.53,407.07,407.07,170.79,341.58,341.58,140.15,280.29,280.29,135.73,271.45,271.45,147.03,294.06,294.06
Real Insurance,Real Travel Insurance Basic,33,days,33,days,71,74,281.77,563.54,563.54,207.5,415,415,174.85,349.7,349.7,144.58,289.15,289.15,138.68,277.36,277.36,150.22,300.45,300.45
Real Insurance,Real Travel Insurance Basic,34,days,34,days,71,74,287.69,575.37,575.37,214.1,428.21,428.21,178.93,357.86,357.86,147.53,295.06,295.06,140.15,280.29,280.29,151.82,303.64,303.64
Real Insurance,Real Travel Insurance Basic,35,days,41,days,71,74,342.26,684.53,684.53,266.96,533.92,533.92,225,450.01,450.01,193.25,386.51,386.51,185.88,371.76,371.76,201.36,402.71,402.71
Real Insurance,Real Travel Insurance Basic,42,days,48,days,71,74,376.19,752.38,752.38,290.74,581.48,581.48,254.82,509.65,509.65,210.97,421.94,421.94,206.53,413.05,413.05,223.73,447.46,447.46
Real Insurance,Real Travel Insurance Basic,49,days,55,days,71,74,430.77,861.53,861.53,321.14,642.29,642.29,273.79,547.58,547.58,233.09,466.18,466.18,224.24,448.48,448.48,242.92,485.84,485.84
